,airline,date_of_journey,source,destination,duration,total_stops,price,journey_month,journey_day,journey_day_name,dep_hour,dep_range
4244,Multiple carriers,2019-06-15,Delhi,Cochin,732,1,8614,6,15,1_Saturday,6,2_Morning
4245,Jet Airways,2019-03-27,Delhi,Cochin,1647,1,12032,3,27,5_Wednesday,16,3_Afternoon
4246,Jet Airways,2019-03-18,Banglore,New Delhi,366,1,12284,3,18,3_Monday,7,2_Morning
4247,GoAir,2019-05-27,Banglore,Delhi,122,0,3419,5,27,3_Monday,7,2_Morning
4248,IndiGo,2019-03-21,Delhi,Cochin,366,1,6528,3,21,6_Thursday,16,3_Afternoon
4249,Vistara,2019-03-24,Banglore,New Delhi,122,0,5403,3,24,2_Sunday,7,2_Morning
4250,Jet Airways,2019-05-27,Delhi,Cochin,427,1,9732,5,27,3_Monday,11,2_Morning
4251,IndiGo,2019-04-15,Delhi,Cochin,305,1,5761,4,15,3_Monday,6,2_Morning
4252,Air India,2019-06-06,Kolkata,Banglore,1342,2,12009,6,6,6_Thursday,7,2_Morning
4253,Jet Airways,2019-05-18,Kolkata,Banglore,1586,1,8586,5,18,1_Saturday,5,1_Early Morning
4254,Jet Airways,2019-05-24,Banglore,Delhi,3,0,6144,5,24,7_Friday,17,3_Afternoon
4255,SpiceJet,2019-05-24,Banglore,Delhi,122,0,3257,5,24,7_Friday,5,1_Early Morning
4256,Multiple carriers,2019-05-09,Delhi,Cochin,427,1,9021,5,9,6_Thursday,17,3_Afternoon
4257,Jet Airways,2019-06-03,Delhi,Cochin,1525,1,10262,6,3,3_Monday,11,2_Morning
4258,Air India,2019-03-06,Mumbai,Hyderabad,549,2,13757,3,6,5_Wednesday,5,1_Early Morning
4259,IndiGo,2019-03-15,Delhi,Cochin,183,0,5895,3,15,7_Friday,14,3_Afternoon
4260,Jet Airways,2019-05-21,Kolkata,Banglore,549,1,9663,5,21,4_Tuesday,18,4_Evening
4261,Air India,2019-05-09,Delhi,Cochin,1525,1,6587,5,9,6_Thursday,5,1_Early Morning
4262,SpiceJet,2019-05-06,Banglore,Delhi,122,0,3311,5,6,3_Monday,5,1_Early Morning
4263,SpiceJet,2019-05-18,Delhi,Cochin,305,1,6297,5,18,1_Saturday,6,2_Morning
4264,Jet Airways,2019-05-12,Kolkata,Banglore,1464,1,10844,5,12,2_Sunday,18,4_Evening
4265,IndiGo,2019-05-27,Mumbai,Hyderabad,61,0,4049,5,27,3_Monday,9,2_Morning
4266,Air India,2019-06-03,Banglore,Delhi,122,0,6961,6,3,3_Monday,13,3_Afternoon
4267,SpiceJet,2019-03-27,Chennai,Kolkata,122,0,3384,3,27,5_Wednesday,8,2_Morning
4268,SpiceJet,2019-05-06,Chennai,Kolkata,122,0,3859,5,6,3_Monday,8,2_Morning
4269,Air India,2019-06-12,Delhi,Cochin,1464,2,11732,6,12,5_Wednesday,18,4_Evening
4270,Multiple carriers,2019-06-06,Delhi,Cochin,610,1,12524,6,6,6_Thursday,8,2_Morning
4271,Jet Airways,2019-03-18,Banglore,New Delhi,305,1,12284,3,18,3_Monday,7,2_Morning
4272,Jet Airways,2019-06-15,Delhi,Cochin,610,1,10262,6,15,1_Saturday,2,1_Early Morning
4273,Jet Airways,2019-06-24,Delhi,Cochin,427,2,13344,6,24,3_Monday,5,1_Early Morning
4274,Jet Airways,2019-04-18,Banglore,Delhi,3,0,7229,4,18,6_Thursday,17,3_Afternoon
4275,Air India,2019-06-12,Kolkata,Banglore,1403,2,14960,6,12,5_Wednesday,9,2_Morning
4276,Air India,2019-06-12,Delhi,Cochin,1464,2,13381,6,12,5_Wednesday,6,2_Morning
4277,Multiple carriers,2019-03-06,Delhi,Cochin,732,1,15147,3,6,5_Wednesday,12,3_Afternoon
4278,Jet Airways,2019-05-06,Kolkata,Banglore,1342,1,8586,5,6,3_Monday,6,2_Morning
4279,IndiGo,2019-05-06,Delhi,Cochin,488,1,7054,5,6,3_Monday,14,3_Afternoon
4280,Air Asia,2019-03-18,Kolkata,Banglore,122,0,4082,3,18,3_Monday,22,4_Evening
4281,Jet Airways,2019-05-21,Delhi,Cochin,549,2,13029,5,21,4_Tuesday,9,2_Morning
4282,Jet Airways,2019-04-01,Kolkata,Banglore,366,1,7064,4,1,3_Monday,16,3_Afternoon
4283,Air India,2019-03-21,Banglore,New Delhi,1464,1,4943,3,21,6_Thursday,8,2_Morning
4284,Jet Airways,2019-05-03,Banglore,Delhi,3,0,7229,5,3,7_Friday,7,2_Morning
4285,Air India,2019-05-12,Kolkata,Banglore,671,1,8450,5,12,2_Sunday,9,2_Morning
4286,Jet Airways,2019-05-09,Delhi,Cochin,488,2,15318,5,9,6_Thursday,20,4_Evening
4287,IndiGo,2019-05-03,Kolkata,Banglore,122,0,4804,5,3,7_Friday,21,4_Evening
4288,Jet Airways,2019-06-06,Kolkata,Banglore,1220,1,10844,6,6,6_Thursday,20,4_Evening
4289,IndiGo,2019-04-01,Mumbai,Hyderabad,61,0,3175,4,1,3_Monday,16,3_Afternoon
4290,Air India,2019-06-27,Delhi,Cochin,1830,2,12646,6,27,6_Thursday,12,3_Afternoon
4291,Air India,2019-04-01,Kolkata,Banglore,915,1,7893,4,1,3_Monday,20,4_Evening
4292,Air India,2019-05-24,Banglore,Delhi,122,0,7171,5,24,7_Friday,17,3_Afternoon
4293,Multiple carriers,2019-05-15,Delhi,Cochin,7,1,13727,5,15,5_Wednesday,14,3_Afternoon
4294,Air India,2019-06-27,Delhi,Cochin,183,0,5201,6,27,6_Thursday,18,4_Evening
4295,Multiple carriers,2019-05-15,Delhi,Cochin,427,1,9001,5,15,5_Wednesday,11,2_Morning
4296,IndiGo,2019-05-15,Banglore,Delhi,122,0,3943,5,15,5_Wednesday,13,3_Afternoon
4297,Multiple carriers,2019-05-09,Delhi,Cochin,793,1,10546,5,9,6_Thursday,7,2_Morning
4298,Jet Airways,2019-05-18,Delhi,Cochin,1403,1,15554,5,18,1_Saturday,19,4_Evening
4299,Air India,2019-04-15,Banglore,Delhi,122,0,5228,4,15,3_Monday,6,2_Morning
4300,Air India,2019-06-24,Delhi,Cochin,610,1,9404,6,24,3_Monday,9,2_Morning
4301,Multiple carriers,2019-03-21,Delhi,Cochin,610,1,8601,3,21,6_Thursday,9,2_Morning
4302,Multiple carriers,2019-05-09,Delhi,Cochin,732,1,8888,5,9,6_Thursday,9,2_Morning
4303,Vistara,2019-03-24,Banglore,New Delhi,122,0,5088,3,24,2_Sunday,16,3_Afternoon
4304,IndiGo,2019-05-09,Banglore,Delhi,122,0,3943,5,9,6_Thursday,10,2_Morning
4305,Jet Airways,2019-05-09,Delhi,Cochin,854,1,12373,5,9,6_Thursday,21,4_Evening
4306,Multiple carriers,2019-04-09,Delhi,Cochin,427,1,8323,4,9,4_Tuesday,6,2_Morning
4307,Jet Airways,2019-06-27,Delhi,Cochin,1403,2,15339,6,27,6_Thursday,13,3_Afternoon
4308,Vistara,2019-05-06,Chennai,Kolkata,122,0,11982,5,6,3_Monday,17,3_Afternoon
4309,SpiceJet,2019-05-12,Kolkata,Banglore,305,1,8844,5,12,2_Sunday,15,3_Afternoon
4310,Jet Airways,2019-06-01,Delhi,Cochin,793,1,10262,6,1,1_Saturday,22,4_Evening
4311,IndiGo,2019-06-06,Chennai,Kolkata,122,0,3597,6,6,6_Thursday,13,3_Afternoon
4312,Jet Airways,2019-03-24,Mumbai,Hyderabad,61,0,5678,3,24,2_Sunday,10,2_Morning
4313,IndiGo,2019-05-21,Chennai,Kolkata,122,0,5277,5,21,4_Tuesday,22,4_Evening
4314,IndiGo,2019-06-27,Banglore,Delhi,122,0,4823,6,27,6_Thursday,7,2_Morning
4315,IndiGo,2019-03-03,Delhi,Cochin,732,2,8049,3,3,2_Sunday,8,2_Morning
4316,SpiceJet,2019-05-15,Chennai,Kolkata,122,0,3543,5,15,5_Wednesday,17,3_Afternoon
4317,Jet Airways,2019-06-06,Delhi,Cochin,1464,1,10262,6,6,6_Thursday,18,4_Evening
4318,Air India,2019-06-01,Delhi,Cochin,38,3,10703,6,1,1_Saturday,5,1_Early Morning
4319,IndiGo,2019-06-12,Delhi,Cochin,244,1,6496,6,12,5_Wednesday,5,1_Early Morning
4320,Jet Airways,2019-05-21,Kolkata,Banglore,671,1,10844,5,21,4_Tuesday,6,2_Morning
4321,Jet Airways,2019-03-27,Delhi,Cochin,671,1,12032,3,27,5_Wednesday,7,2_Morning
4322,Vistara,2019-04-18,Delhi,Cochin,183,0,6741,4,18,6_Thursday,6,2_Morning
4323,IndiGo,2019-05-09,Banglore,Delhi,122,0,3943,5,9,6_Thursday,4,1_Early Morning
4324,SpiceJet,2019-05-24,Kolkata,Banglore,122,0,3841,5,24,7_Friday,6,2_Morning
4325,Multiple carriers,2019-03-03,Delhi,Cochin,366,1,15288,3,3,2_Sunday,19,4_Evening
4326,Vistara,2019-03-24,Chennai,Kolkata,122,0,4842,3,24,2_Sunday,7,2_Morning
4327,Jet Airways,2019-03-21,Delhi,Cochin,1403,2,6643,3,21,6_Thursday,19,4_Evening
4328,IndiGo,2019-03-03,Delhi,Cochin,5,1,9581,3,3,2_Sunday,5,1_Early Morning
4329,IndiGo,2019-05-15,Kolkata,Banglore,122,0,4804,5,15,5_Wednesday,21,4_Evening
4330,Jet Airways,2019-03-21,Banglore,New Delhi,1403,1,7832,3,21,6_Thursday,8,2_Morning
4331,Multiple carriers,2019-06-12,Delhi,Cochin,732,1,11667,6,12,5_Wednesday,7,2_Morning
4332,IndiGo,2019-06-27,Delhi,Cochin,427,1,6442,6,27,6_Thursday,8,2_Morning
4333,Jet Airways,2019-05-24,Delhi,Cochin,1769,2,15129,5,24,7_Friday,23,4_Evening
4334,Jet Airways,2019-04-03,Banglore,Delhi,122,0,4544,4,3,5_Wednesday,11,2_Morning
4335,Jet Airways,2019-05-15,Kolkata,Banglore,793,1,9663,5,15,5_Wednesday,20,4_Evening
4336,Jet Airways,2019-06-03,Delhi,Cochin,732,1,14714,6,3,3_Monday,16,3_Afternoon
4337,Air India,2019-05-27,Mumbai,Hyderabad,61,0,3100,5,27,3_Monday,6,2_Morning
4338,Jet Airways,2019-05-06,Kolkata,Banglore,1708,1,9663,5,6,3_Monday,16,3_Afternoon
4339,IndiGo,2019-03-21,Delhi,Cochin,305,1,5761,3,21,6_Thursday,6,2_Morning
4340,Air India,2019-05-09,Mumbai,Hyderabad,61,0,3100,5,9,6_Thursday,21,4_Evening
4341,Jet Airways,2019-06-12,Kolkata,Banglore,427,1,13626,6,12,5_Wednesday,16,3_Afternoon
4342,Jet Airways,2019-03-24,Mumbai,Hyderabad,61,0,5678,3,24,2_Sunday,19,4_Evening
4343,Jet Airways,2019-06-12,Kolkata,Banglore,1403,1,8529,6,12,5_Wednesday,18,4_Evening
4344,Air India,2019-05-09,Delhi,Cochin,122,0,5201,5,9,6_Thursday,5,1_Early Morning
4345,Jet Airways,2019-05-21,Kolkata,Banglore,671,1,14151,5,21,4_Tuesday,9,2_Morning
4346,Air Asia,2019-05-03,Banglore,Delhi,122,0,4483,5,3,7_Friday,11,2_Morning
4347,IndiGo,2019-04-06,Kolkata,Banglore,122,0,4174,4,6,1_Saturday,22,4_Evening
4348,Jet Airways,2019-05-18,Delhi,Cochin,427,2,15544,5,18,1_Saturday,5,1_Early Morning
4349,IndiGo,2019-05-27,Delhi,Cochin,183,0,5601,5,27,3_Monday,21,4_Evening
4350,IndiGo,2019-04-03,Banglore,Delhi,122,0,3419,4,3,5_Wednesday,1,1_Early Morning
4351,Air Asia,2019-04-27,Delhi,Cochin,854,1,6451,4,27,1_Saturday,7,2_Morning
4352,Air India,2019-05-12,Kolkata,Banglore,1708,2,12592,5,12,2_Sunday,9,2_Morning
4353,Air India,2019-06-24,Banglore,Delhi,122,0,6961,6,24,3_Monday,21,4_Evening
4354,SpiceJet,2019-06-12,Kolkata,Banglore,122,0,4174,6,12,5_Wednesday,17,3_Afternoon
4355,Jet Airways,2019-03-24,Kolkata,Banglore,549,1,8824,3,24,2_Sunday,6,2_Morning
4356,SpiceJet,2019-05-15,Delhi,Cochin,366,1,7947,5,15,5_Wednesday,15,3_Afternoon
4357,Multiple carriers,2019-06-27,Delhi,Cochin,7,1,13587,6,27,6_Thursday,14,3_Afternoon
4358,SpiceJet,2019-06-15,Kolkata,Banglore,122,0,3841,6,15,1_Saturday,6,2_Morning
4359,IndiGo,2019-06-21,Kolkata,Banglore,122,0,4804,6,21,7_Friday,21,4_Evening
4360,Jet Airways,2019-05-09,Kolkata,Banglore,488,1,8586,5,9,6_Thursday,20,4_Evening
4361,IndiGo,2019-03-01,Kolkata,Banglore,122,0,4778,3,1,7_Friday,20,4_Evening
4362,Multiple carriers,2019-06-01,Delhi,Cochin,610,2,18275,6,1,1_Saturday,15,3_Afternoon
4363,IndiGo,2019-06-01,Chennai,Kolkata,122,0,3540,6,1,1_Saturday,5,1_Early Morning
4364,IndiGo,2019-06-27,Delhi,Cochin,793,1,6442,6,27,6_Thursday,8,2_Morning
4365,Air India,2019-06-27,Kolkata,Banglore,122,0,4145,6,27,6_Thursday,20,4_Evening
4366,IndiGo,2019-06-09,Kolkata,Banglore,122,0,5644,6,9,2_Sunday,14,3_Afternoon
4367,IndiGo,2019-05-03,Kolkata,Banglore,122,0,5224,5,3,7_Friday,14,3_Afternoon
4368,Jet Airways,2019-03-21,Delhi,Cochin,1525,1,5963,3,21,6_Thursday,17,3_Afternoon
4369,Multiple carriers,2019-05-27,Delhi,Cochin,13,1,11264,5,27,3_Monday,6,2_Morning
4370,GoAir,2019-03-27,Delhi,Cochin,305,1,10188,3,27,5_Wednesday,14,3_Afternoon
4371,Jet Airways,2019-05-18,Kolkata,Banglore,793,1,10844,5,18,1_Saturday,20,4_Evening
4372,IndiGo,2019-03-15,Banglore,New Delhi,244,1,7166,3,15,7_Friday,13,3_Afternoon
4373,Jet Airways,2019-03-12,Banglore,New Delhi,610,1,13817,3,12,4_Tuesday,22,4_Evening
4374,Jet Airways,2019-05-09,Delhi,Cochin,1098,1,12373,5,9,6_Thursday,18,4_Evening
4375,Jet Airways,2019-03-01,Banglore,New Delhi,976,1,25735,3,1,7_Friday,16,3_Afternoon
4376,Jet Airways,2019-03-18,Banglore,New Delhi,427,1,14815,3,18,3_Monday,11,2_Morning
4377,Jet Airways,2019-06-12,Delhi,Cochin,1525,1,10262,6,12,5_Wednesday,11,2_Morning
4378,Jet Airways,2019-06-15,Delhi,Cochin,11,1,10262,6,15,1_Saturday,8,2_Morning
4379,Air India,2019-06-09,Delhi,Cochin,854,1,7468,6,9,2_Sunday,17,3_Afternoon
4380,Jet Airways,2019-05-09,Mumbai,Hyderabad,61,0,8040,5,9,6_Thursday,7,2_Morning
4381,Jet Airways,2019-06-24,Delhi,Cochin,1159,2,12819,6,24,3_Monday,23,4_Evening
4382,IndiGo,2019-03-06,Chennai,Kolkata,122,0,7295,3,6,5_Wednesday,14,3_Afternoon
4383,Jet Airways,2019-05-27,Banglore,Delhi,122,0,7229,5,27,3_Monday,15,3_Afternoon
4384,Air Asia,2019-06-15,Delhi,Cochin,305,1,6853,6,15,1_Saturday,16,3_Afternoon
4385,Jet Airways,2019-05-24,Kolkata,Banglore,732,1,9663,5,24,7_Friday,21,4_Evening
4386,Jet Airways,2019-04-01,Kolkata,Banglore,671,1,7064,4,1,3_Monday,6,2_Morning
4387,Air India,2019-06-06,Delhi,Cochin,610,1,8372,6,6,6_Thursday,9,2_Morning
4388,Vistara,2019-03-24,Kolkata,Banglore,671,1,16932,3,24,2_Sunday,7,2_Morning
4389,SpiceJet,2019-06-18,Kolkata,Banglore,122,0,3841,6,18,4_Tuesday,22,4_Evening
4390,Jet Airways,2019-06-12,Delhi,Cochin,427,2,15812,6,12,5_Wednesday,11,2_Morning
4391,Air India,2019-03-03,Banglore,New Delhi,366,1,10924,3,3,2_Sunday,6,2_Morning
4392,Air India,2019-05-27,Delhi,Cochin,3,0,6934,5,27,3_Monday,14,3_Afternoon
4393,Jet Airways,2019-06-01,Delhi,Cochin,11,1,10262,6,1,1_Saturday,8,2_Morning
4394,Jet Airways,2019-03-06,Delhi,Cochin,854,1,13843,3,6,5_Wednesday,13,3_Afternoon
4395,Multiple carriers,2019-05-15,Delhi,Cochin,732,1,9315,5,15,5_Wednesday,6,2_Morning
4396,Multiple carriers,2019-05-21,Delhi,Cochin,793,1,8266,5,21,4_Tuesday,6,2_Morning
4397,Jet Airways,2019-03-24,Kolkata,Banglore,11,1,14231,3,24,2_Sunday,21,4_Evening
4398,GoAir,2019-04-18,Banglore,Delhi,122,0,5048,4,18,6_Thursday,20,4_Evening
4399,Jet Airways,2019-06-06,Delhi,Cochin,1525,1,10262,6,6,6_Thursday,17,3_Afternoon
4400,Multiple carriers,2019-03-27,Delhi,Cochin,12,1,12537,3,27,5_Wednesday,9,2_Morning
4401,Jet Airways,2019-06-15,Delhi,Cochin,915,1,10262,6,15,1_Saturday,13,3_Afternoon
4402,Jet Airways,2019-04-03,Mumbai,Hyderabad,61,0,8040,4,3,5_Wednesday,7,2_Morning
4403,SpiceJet,2019-05-06,Kolkata,Banglore,427,1,9736,5,6,3_Monday,11,2_Morning
4404,IndiGo,2019-05-06,Kolkata,Banglore,122,0,4804,5,6,3_Monday,4,1_Early Morning
4405,Jet Airways,2019-03-12,Banglore,New Delhi,976,1,13817,3,12,4_Tuesday,16,3_Afternoon
4406,GoAir,2019-05-21,Banglore,Delhi,122,0,5048,5,21,4_Tuesday,7,2_Morning
4407,Jet Airways,2019-04-01,Mumbai,Hyderabad,61,0,8040,4,1,3_Monday,10,2_Morning
4408,Multiple carriers,2019-06-12,Delhi,Cochin,610,1,7354,6,12,5_Wednesday,8,2_Morning
4409,Multiple carriers,2019-03-06,Delhi,Cochin,427,1,7563,3,6,5_Wednesday,14,3_Afternoon
4410,IndiGo,2019-03-03,Delhi,Cochin,244,1,7725,3,3,2_Sunday,10,2_Morning
4411,Multiple carriers,2019-06-01,Delhi,Cochin,732,1,7740,6,1,1_Saturday,8,2_Morning
4412,Air India,2019-06-12,Kolkata,Banglore,1159,2,13532,6,12,5_Wednesday,10,2_Morning
4413,IndiGo,2019-03-01,Kolkata,Banglore,122,0,6565,3,1,7_Friday,14,3_Afternoon
4414,Jet Airways,2019-05-12,Kolkata,Banglore,1647,1,10844,5,12,2_Sunday,16,3_Afternoon
4415,SpiceJet,2019-04-18,Kolkata,Banglore,122,0,3841,4,18,6_Thursday,22,4_Evening
4416,Multiple carriers,2019-06-03,Delhi,Cochin,610,1,11200,6,3,3_Monday,8,2_Morning
4417,Air India,2019-04-01,Kolkata,Banglore,1525,2,12009,4,1,3_Monday,9,2_Morning
4418,Air India,2019-05-15,Delhi,Cochin,671,1,8372,5,15,5_Wednesday,8,2_Morning
4419,Air India,2019-06-15,Delhi,Cochin,1464,2,13591,6,15,1_Saturday,6,2_Morning
4420,Vistara,2019-03-06,Mumbai,Hyderabad,1159,1,12395,3,6,5_Wednesday,20,4_Evening
4421,SpiceJet,2019-03-01,Chennai,Kolkata,122,0,7298,3,1,7_Friday,8,2_Morning
4422,IndiGo,2019-03-03,Delhi,Cochin,305,1,12214,3,3,2_Sunday,7,2_Morning
4423,Jet Airways,2019-05-15,Kolkata,Banglore,1769,1,14151,5,15,5_Wednesday,17,3_Afternoon
4424,Jet Airways,2019-05-01,Kolkata,Banglore,549,1,14781,5,1,5_Wednesday,14,3_Afternoon
4425,Vistara,2019-06-06,Banglore,Delhi,122,0,4878,6,6,6_Thursday,17,3_Afternoon
4426,SpiceJet,2019-05-03,Chennai,Kolkata,122,0,3597,5,3,7_Friday,8,2_Morning
4427,Air Asia,2019-06-06,Kolkata,Banglore,915,1,6810,6,6,6_Thursday,7,2_Morning
4428,Vistara,2019-05-01,Chennai,Kolkata,122,0,3687,5,1,5_Wednesday,7,2_Morning
4429,Air India,2019-03-21,Delhi,Cochin,976,1,6482,3,21,6_Thursday,17,3_Afternoon
4430,Jet Airways,2019-03-06,Mumbai,Hyderabad,1403,1,19595,3,6,5_Wednesday,17,3_Afternoon
4431,IndiGo,2019-06-15,Delhi,Cochin,244,1,6147,6,15,1_Saturday,15,3_Afternoon
4432,Jet Airways,2019-05-06,Kolkata,Banglore,976,1,10953,5,6,3_Monday,17,3_Afternoon
4433,SpiceJet,2019-04-24,Kolkata,Banglore,122,0,3873,4,24,5_Wednesday,22,4_Evening
4434,Jet Airways,2019-03-06,Banglore,New Delhi,15,1,14815,3,6,5_Wednesday,14,3_Afternoon
4435,Multiple carriers,2019-06-06,Delhi,Cochin,854,1,10678,6,6,6_Thursday,4,1_Early Morning
4436,Jet Airways,2019-03-09,Delhi,Cochin,793,1,14053,3,9,1_Saturday,15,3_Afternoon
4437,Jet Airways,2019-06-12,Kolkata,Banglore,732,1,10539,6,12,5_Wednesday,9,2_Morning
4438,Jet Airways,2019-03-18,Banglore,New Delhi,427,1,16946,3,18,3_Monday,14,3_Afternoon
4439,IndiGo,2019-03-03,Delhi,Cochin,183,0,7673,3,3,2_Sunday,14,3_Afternoon
4440,Air India,2019-03-24,Banglore,New Delhi,122,0,4441,3,24,2_Sunday,13,3_Afternoon
4441,Jet Airways,2019-04-15,Banglore,Delhi,122,0,4544,4,15,3_Monday,11,2_Morning
4442,IndiGo,2019-04-24,Kolkata,Banglore,122,0,4804,4,24,5_Wednesday,15,3_Afternoon
4443,Jet Airways,2019-04-01,Delhi,Cochin,1647,1,5406,4,1,3_Monday,9,2_Morning
4444,Air India,2019-04-03,Mumbai,Hyderabad,61,0,3100,4,3,5_Wednesday,6,2_Morning
4445,IndiGo,2019-04-06,Banglore,Delhi,3,0,4823,4,6,1_Saturday,16,3_Afternoon
4446,Jet Airways,2019-06-24,Delhi,Cochin,854,1,10262,6,24,3_Monday,21,4_Evening
4447,IndiGo,2019-06-06,Delhi,Cochin,488,1,6674,6,6,6_Thursday,7,2_Morning
4448,Jet Airways,2019-03-06,Delhi,Cochin,1159,1,15764,3,6,5_Wednesday,9,2_Morning
4449,Jet Airways,2019-04-01,Kolkata,Banglore,1586,1,7064,4,1,3_Monday,20,4_Evening
4450,Jet Airways,2019-06-06,Delhi,Cochin,5,1,10262,6,6,6_Thursday,14,3_Afternoon
4451,IndiGo,2019-05-01,Kolkata,Banglore,244,1,5069,5,1,5_Wednesday,8,2_Morning
4452,Multiple carriers,2019-06-06,Delhi,Cochin,427,1,11789,6,6,6_Thursday,11,2_Morning
4453,Air India,2019-05-01,Kolkata,Banglore,1647,2,15164,5,1,5_Wednesday,10,2_Morning
4454,Air India,2019-06-06,Delhi,Cochin,3,0,6094,6,6,6_Thursday,14,3_Afternoon
4455,SpiceJet,2019-04-21,Banglore,Delhi,122,0,4885,4,21,2_Sunday,9,2_Morning
4456,Air Asia,2019-06-21,Banglore,Delhi,122,0,3383,6,21,7_Friday,11,2_Morning
4457,Multiple carriers,2019-03-27,Delhi,Cochin,488,1,6673,3,27,5_Wednesday,17,3_Afternoon
4458,Jet Airways,2019-04-27,Banglore,Delhi,3,0,4544,4,27,1_Saturday,7,2_Morning
4459,Jet Airways,2019-03-21,Delhi,Cochin,488,2,8367,3,21,6_Thursday,10,2_Morning
4460,GoAir,2019-06-03,Banglore,Delhi,122,0,3898,6,3,3_Monday,11,2_Morning
4461,Jet Airways,2019-06-09,Kolkata,Banglore,488,1,10844,6,9,2_Sunday,14,3_Afternoon
4462,Multiple carriers,2019-03-27,Delhi,Cochin,671,1,12327,3,27,5_Wednesday,2,1_Early Morning
4463,SpiceJet,2019-03-21,Delhi,Cochin,244,1,6356,3,21,6_Thursday,8,2_Morning
4464,Air India,2019-05-15,Banglore,Delhi,122,0,5228,5,15,5_Wednesday,21,4_Evening
4465,Air India,2019-03-18,Banglore,New Delhi,2013,2,10835,3,18,3_Monday,6,2_Morning
4466,IndiGo,2019-06-21,Banglore,Delhi,122,0,3943,6,21,7_Friday,4,1_Early Morning
4467,Jet Airways,2019-06-01,Delhi,Cochin,1464,1,14714,6,1,1_Saturday,18,4_Evening
4468,Air India,2019-05-06,Kolkata,Banglore,1830,2,11883,5,6,3_Monday,5,1_Early Morning
4469,Vistara,2019-06-12,Kolkata,Banglore,1647,1,8610,6,12,5_Wednesday,20,4_Evening
4470,Multiple carriers,2019-05-15,Delhi,Cochin,915,1,6513,5,15,5_Wednesday,7,2_Morning
4471,Jet Airways,2019-05-21,Delhi,Cochin,1586,1,12898,5,21,4_Tuesday,2,1_Early Morning
4472,Air India,2019-06-01,Delhi,Cochin,1281,2,10861,6,1,1_Saturday,22,4_Evening
4473,IndiGo,2019-06-21,Mumbai,Hyderabad,61,0,4049,6,21,7_Friday,19,4_Evening
4474,Jet Airways,2019-03-18,Banglore,New Delhi,1037,1,13555,3,18,3_Monday,11,2_Morning
4475,Jet Airways,2019-05-27,Delhi,Cochin,976,1,16079,5,27,3_Monday,2,1_Early Morning
4476,IndiGo,2019-03-06,Delhi,Cochin,183,0,7673,3,6,5_Wednesday,5,1_Early Morning
4477,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,610,1,10161,3,21,6_Thursday,8,2_Morning
4478,Jet Airways,2019-06-12,Delhi,Cochin,610,1,10262,6,12,5_Wednesday,2,1_Early Morning
4479,SpiceJet,2019-05-03,Kolkata,Banglore,122,0,3873,5,3,7_Friday,6,2_Morning
4480,SpiceJet,2019-06-03,Banglore,Delhi,122,0,3311,6,3,3_Monday,21,4_Evening
4481,IndiGo,2019-03-09,Delhi,Cochin,549,1,13611,3,9,1_Saturday,16,3_Afternoon
4482,Air India,2019-03-06,Delhi,Cochin,427,2,11858,3,6,5_Wednesday,12,3_Afternoon
4483,Multiple carriers,2019-05-27,Delhi,Cochin,488,1,9316,5,27,3_Monday,10,2_Morning
4484,IndiGo,2019-04-01,Banglore,Delhi,122,0,4823,4,1,3_Monday,7,2_Morning
4485,Jet Airways,2019-05-12,Kolkata,Banglore,854,1,13941,5,12,2_Sunday,20,4_Evening
4486,SpiceJet,2019-04-12,Kolkata,Banglore,122,0,3873,4,12,7_Friday,6,2_Morning
4487,IndiGo,2019-04-12,Banglore,Delhi,122,0,4591,4,12,7_Friday,1,1_Early Morning
4488,Vistara,2019-03-06,Mumbai,Hyderabad,854,1,12395,3,6,5_Wednesday,8,2_Morning
4489,IndiGo,2019-03-21,Mumbai,Hyderabad,61,0,3603,3,21,6_Thursday,2,1_Early Morning
4490,IndiGo,2019-05-01,Kolkata,Banglore,122,0,4804,5,1,5_Wednesday,15,3_Afternoon
4491,IndiGo,2019-05-21,Banglore,Delhi,122,0,4823,5,21,4_Tuesday,18,4_Evening
4492,Jet Airways,2019-03-21,Delhi,Cochin,427,1,13244,3,21,6_Thursday,11,2_Morning
4493,Air Asia,2019-03-24,Kolkata,Banglore,671,1,6785,3,24,2_Sunday,7,2_Morning
4494,Air India,2019-06-24,Mumbai,Hyderabad,61,0,3100,6,24,3_Monday,6,2_Morning
4495,Multiple carriers,2019-06-12,Delhi,Cochin,427,1,7198,6,12,5_Wednesday,18,4_Evening
4496,Jet Airways,2019-06-27,Delhi,Cochin,549,2,13014,6,27,6_Thursday,9,2_Morning
4497,Air India,2019-03-06,Delhi,Cochin,1464,2,20416,3,6,5_Wednesday,6,2_Morning
4498,Air India,2019-03-01,Banglore,New Delhi,1464,1,11528,3,1,7_Friday,10,2_Morning
4499,Air India,2019-05-06,Kolkata,Banglore,1098,2,14083,5,6,3_Monday,7,2_Morning
4500,IndiGo,2019-05-15,Chennai,Kolkata,122,0,3597,5,15,5_Wednesday,19,4_Evening
4501,Air India,2019-06-12,Kolkata,Banglore,427,2,7662,6,12,5_Wednesday,5,1_Early Morning
4502,IndiGo,2019-06-06,Banglore,Delhi,122,0,4823,6,6,6_Thursday,8,2_Morning
